Reviewer,Review,Review Score,Review date
,My husband & I loved this movie . I will buy it when it comes out on Blue Ray. Don't listen to the Rotten Tomatoes the critics have it. They are hardly ever right. Make up your own mind.,5.0,"Sep 30, 2015"
,"I really really really (do not know how many times I can say it) loved this movie. A feel good and happy story about friendship, love, and overall respect. A movie that makes you feel happy and centered. To bad there are not more movies like this. A total must see.",5.0,"Sep 30, 2015"
,"The Intern is directed by Nancy Meyers and stars the great Robert De Niro and Anne Hathaway. This is the first Nancy Meyers film I am seeing and I was pleasantly surprised with how much I enjoyed the intern. The Intern is a sweet feel good comedy that starts off as a movie showcasing the differences in lifestyle,mannerisms and characteristics between the current generation and the older generation before heading towards the more drama heavy side of things with De Niro guiding Anne Hathaway in some of her life choices. De Niro is fantastic in this film and his character is so likeable. Anne Hathaway is great as well and the chemistry between the two is the main reason why this movie is so damn entertaining. De Niro's interactions with some of the other younger interns are also hilarious and had the audience laughing out loud. My only issue with the intern is that there are some unnecessary scenes which don't really add much to the movie and hamper the pace making it feel slightly long. The Intern is definitely worth watching when you are in the mood for something light hearted. B",3.5,"Sep 30, 2015"
,"Hilarious, I laughed HARD multiple times. Great mix of emotions felt in this movie. Good movie for a date and or with a few buddies.",3.5,"Sep 30, 2015"
,It was a perfectly okay movie but nothing spectacular. Anne Hathaway was believable and vulnerable in her role but I wish that they would do more with Robert DeNiro. DeNiro plays Ben and he's just Jules' lackey for most of the movie. He has some great scenes but he's mostly there to make Jules feel better about herself.,3.0,"Sep 30, 2015"
,I quite enjoyed this movie. De Niro is great.,4.0,"Sep 30, 2015"
,"I really loved this movie. It made me laugh. It made me cry. It was different, but it still had a very realistic plot line. I don't know if it was a movie I'd watch over and over and over, but I definitely enjoyed it and would be willing to watch it again in the future.",4.5,"Sep 30, 2015"
,Great acting! DeNiro and Hathaway were wonderful together. Even my husband like it!,4.5,"Sep 30, 2015"
,"It's a bit too heavy on the sentimental side, and it has some problems with pacing. But the two leads make up for it.",3.5,"Sep 30, 2015"
,"Out of the long list of films I had planned to go and see, The Intern was nowhere close to being on that list, but when my girlfriend felt the need to tag along to the movies with me and adamantly suggested that we take a break from the norm and try one of ""her movies"", I went against my better judgment and begrudgingly agreed, little did I know she would choose a film that was finally watchable. I say watchable because this movie is basically a sequel to The Devil Wears Prada but without Meryl Streep, but instead plugging Robert De Niro in the Anne Hathaway role and allowing Hathaway to play the Miranda role without the attitude and confrontation, thus making this movie a boring heartwarming work place character piece without the drama. This film comes across as just a movie to fill a slot during a slow weekend where no prominent films that people take seriously were debuting. The pacing is slow and the characters are bland to the point that you don't care about whatever benign conflict that they try to interject into the plot to give the story purpose and I was just hoping that the movie would hurry up and reach its obvious conclusion so I could leave. The casting was about the only thing that they got right with this movie. The plot was basically a mash up of The Internship and The Devil Wears Prada but without the witty one liners or eccentric bosses which leaves you wondering what's the point. At best this is about on par with a made for tv Lifetime movie which pretty much means I am not in the demographic that this movie was trying to target, but if your into that very mellow drama kind of films then I would say it is better than most and worth you checking out",2.5,"Sep 30, 2015"
waleed a,"A Nancy Meyers film has no place for gritty realism so with that in mind, this is a safe and nice film that's slightly overlong, oftentimes sitcom-y and does exactly what it says on the tin. Lack of surprises aside, De Niro and Hathaway gave it their best to give the flimsy material some weight and drama in the third act but it was never meant to be. The takeaway here is that the technology obsessed youths can learn a few things from seniors who've got the experience of life. How delightful but hardly profound! The script could've been written by your hip grandma who has managed to master whatsapp - give it an extra star rating if you are into that sort of escapist nonsense.",2.5,"Sep 30, 2015"
,"This was a delightful, warm,funny, feel-good movie. De Niro and Hathaway were naturals. Clothes were beautiful. Story of tech start up was a great canvas. Loved it.",4.0,"Sep 30, 2015"
,"Delightful - no drugs, no dead bodies, no monsters. Yeah!!!",5.0,"Sep 29, 2015"
,"this was a nice movie with a nice story and good acting by the leads. It had some funny parts but also had jokes fell flat or were corny, possibly just not my type of comedy, But it did make me laugh and I enjoyed it somewhat. It also had some extensive sappy girly parts, which I didn't mind at first but then it started getting old. I would probably recommend this to my mom (1 viewing)",2.5,"Sep 29, 2015"
,Original in the way you see life from the retired side.,4.5,"Sep 29, 2015"
,"Great starring actors, which make this very simple story enjoyable and entertaining. I guess if I could be and have half as much as Deniro character I'll be very happy - except the widower part! Not a lot of action and no complicated story twists, but a nice, simple, heartwarming story.",4.0,"Sep 29, 2015"
,"Most astonishingly, DeNiro and Hathaway have real chemistry. The plot is thin, but the movie is charming.",2.5,"Sep 29, 2015"
,Loved it. very funny. great story.,5.0,"Sep 29, 2015"
,Absolutely Loved this Movie!!! You will be missing out if you don't see it! ;),5.0,"Sep 29, 2015"
,Great movie. Recommended for all,5.0,"Sep 29, 2015"
,good stuff right there,4.0,"Sep 29, 2015"
,This movie proves that you don't need things blowing up all the time or people hopping in and out of bed to make a likeable movie. Is it some big emotional trauma movie? No it's just a slice of life--- and it was done well.,4.0,"Sep 29, 2015"
,Love the idea of senior help in a modern age. You can always learn from the past. Take guidance and learn. Enjoyed the movie and the message. Good movie with your spouse or significant other. Good movie for you and older.,4.0,"Sep 29, 2015"
,A wonderful movie. Great humor! Casting was perfect. With age comes experience and wisdom. A lesson to be learned when watching this movie.,5.0,"Sep 29, 2015"
,"awesome movie. great humor, makes some really good statements, awesome cast. one of my favorites recently.",4.5,"Sep 29, 2015"
,"I have only one idea why the critics panned it. It had traditional values like hard work, dedication, loyalty, family unity and Robert DeNiro plays a complete gentleman. That seems reason enough for critics to hate it. This is a great movie Ann Hathaway is great in this and it made a wonderful date night movie.",5.0,"Sep 29, 2015"
,Feel good movie. Not bad. I think some of the bigger comedy moves detracted from the subtlety of DeNiros humor and that was too bad.,3.5,"Sep 29, 2015"
,Nice story and good cast. Lost a mark from me for just being a bit too long.,3.5,"Sep 29, 2015"
,"I loved this movie. It was fun, light hearted and refreshing. I'll buy it on blu-ray to be that pick me up movie when I'm down",3.5,"Sep 29, 2015"
,"'The Intern' sometimes has a weak plot development or bad line of dialogue but the actors make this work. Robert DeNiro is under stated and charming and Anne Hathaway gets her best romantic role to date and comes off as sweet. This is very low key, entertaining, a little formula but director Nancy Myers can do this kind of movie in her sleep.",3.0,"Sep 29, 2015"
,Cheesy and predictable ...not worth seeing in the theater.,2.0,"Sep 29, 2015"
,"Cute, funny, predictable but a couple nice surprises. Well acted. Was GREAT for a date night.",4.0,"Sep 29, 2015"
,"A film where you care about the characters, laugh out loud and finish the film with a smile on your face. Loved it!",4.5,"Sep 29, 2015"
,Chick flickð??´ Bobbi D! Has it come to this?,3.0,"Sep 29, 2015"
,"This movie has been promoted as a comedy but its really little more that a 'chick flick' designed to propagate the idea that 'you can have it all'. Jules has a successful startup company, a loving and supportive husband and a beautiful daughter but her commitment to her career results in problems at home. The company decided to develop a 'Senior Intern' who, over time, becomes like a father to her. With the wisdom of Solomon he guides her through various problems. In true Hollywood fashion this 70 year old middle-class guy just happens to have spent his career as VP of publishing company (don't all middle class people retire from upper level management?). When the problems at home begin to take its toll he, in true feminist fashion, convinces here that even though she has little time for her family its not her fault and that she needs to be ""true to herself"". I guess that means she should put herself ahead of her family and others. Overall, a 'feel good' movie with good acting and a story line that does entertain. Were it not for the obvious sexist theme and absurd message I might rate it higher but because of its heavy political nature I can only rate it 2 stars",2.0,"Sep 29, 2015"
,"clean, refreshing, entertaining",5.0,"Sep 29, 2015"
,Really enjoyed DeNiro in this. A lot.,4.0,"Sep 29, 2015"
,I enjoyed it. Being 62 helped. De Niro's love life seemed not really to fit except to garner a few laughs. All in all it was watchable but not a must see.,3.0,"Sep 29, 2015"
,An enjoyable evening at the movie. Yes it is a feel good movie and not challenging but what is wrong with good acting and fun entertainment. The professional critics need to recognize that not every movie has to be a stretch.,4.0,"Sep 29, 2015"
,LOVED IT! Headed back to see it again today,5.0,"Sep 29, 2015"
,Fabulous! A must see!,5.0,"Sep 29, 2015"
,I enjoyed this more than I thought I would. It could have gone a little further but good solid chemistry and a good message made for a worthwhile experience.,4.0,"Sep 29, 2015"
,Worst movie I've payed in 2015,1.0,"Sep 29, 2015"
,"Very cute movie, even my kids loved it. Robert Dinero was brilliant. I would see it again.",5.0,"Sep 29, 2015"
,"A senior citizen takes an internship in an internet company, after losing his wife. To begin with his a joke, but as the film goes on he turns into the hero! A nice film worth watching",4.0,"Sep 29, 2015"
,"""The Intern"" is a film starring Robert DeNiro who enters a senior citizen internship program to bring a new dynamic to Anne Hathaway's start-up telecommunications firm. At first, Hathaway has a hard time warming up to DeNiro but comes to form an affecting, unlikely bond with him. This film is watchable, but I wasn't sold on the whole new-age generation gap thing. This film has a lot to say about generation gaps and that older people have to get hip with the current times. While both are highly competent actors, I thought the dynamic was a bit bizarre, and had their ages not been so vastly different, it might have worked. Both do solid acting but it doesn't make the relationship any better. I thought the film was also fleeting and absent a decent score and some interesting dialogue, this film is thoroughly forgettable. It is very whimsical and doesn't tread any new narrative ground not treaded before. This is a film meant for simple viewing without any deeper meaning --------------------------------------------------------------- C+",3.0,"Sep 28, 2015"
,"Entertaining with good acting from its leads. There was a little too much going on with the supporting cast, most of it irrelevant and uninteresting.",4.0,"Sep 28, 2015"
,Another hit for Nancy Meyers. De Niro and Hathaway were very well matched. The laughter in the theater said it all.,4.0,"Sep 28, 2015"
,"Laughed throughout the whole movie, loved this flick!!",5.0,"Sep 28, 2015"
,Very touching and heartfelt; DeNiro is either being directed in a Cromer style or mailling it in but it works; Hathaway is very likeable,4.0,"Sep 28, 2015"
,"Slow to start, and largely predictable, but mostly avoids cliches. A mildly interesting premise - what would happen if 70 year old Robert De Niro were working for internet startup entrepreneur Anne Hathaway? At first, very little but the film builds to a nice ending, but with a firm ambition to sell you The Intern 2 too. 61 year old Rene Russo is the love interest for De Niro, The rest of the characaters are not really explored serving variously as foils for De Niro or Hathaway. Some of the plot is implausible - how does De Niro solve an IT problem that the Internet startup boss cannot? Mostly seeing this film reminded me of the character De Niro played in ""Once Upon A Time In America"", The 70 year old De Niro looks very look the aged gangster Noodles Aaronson . But Nancy Meyers is no Sergio Leone. This is an altogether gentler film, sentimental in parts,",3.0,"Sep 28, 2015"
,I really enjoyed this film from start to finish.,4.5,"Sep 28, 2015"
,"Surprisingly charming, but one note and sluggish. Two good performances from stars Anne Hathaway and Robert De Niro make this pretty forgettable story into an okay, watchable movie. The writing is fairly weak and the characters are a bit exaggerated, but the production design is great. All in all, ""The Intern"" is a well acted, average movie that your grandmother will love.",3.0,"Sep 28, 2015"
,overall it was pretty funny but they put too much real life issues in it for it to be considered a true comedy.,3.5,"Sep 28, 2015"
,Very original and appeals to all ages!,4.5,"Sep 28, 2015"
,Recommend to everyone.,4.0,"Sep 28, 2015"
,Touching mix of various themes.,2.5,"Sep 28, 2015"
,"The writing was formula, boarding on ageism. What I found most offensive was the young daughter who twice referred to her school mate as ""bi-polar"". What is funny about that? This is the year 2015 and Bi-polar is a mental illness.",1.0,"Sep 28, 2015"
,Light and carefree. Love Robert DeNiro and Anne Hathaway in this funny comedy. Highly recommended to everyone.,5.0,"Sep 28, 2015"
,great movie to watch if your a fan of De Niro or Hathaway. I can honestly say though if your under the age of 30 this might not be your kind of movie unless its a date night movie. good hearted comedy happy ending type of flick very rare these days. if you read critic reviews most say its just ok my review: take your parents or your date sit down and enjoy a good clean comedy with a heart,3.5,"Sep 28, 2015"
,I need a wife like Anne Hathaway so I can be stay at home dad,3.0,"Sep 28, 2015"
,"Too entertaining to warrant a senior skip day thanks to its leads, The Intern takes a softball approach to its promising premise but moviegoers can't help but love the chemistry behind this office non-romance. Just like with any other Nancy Meyers comedy, moviegoers get introduced to a work roster of goofy but lovable supporting characters and an overall story that feels fresh despite ultimately plucking the strings of predictability. Oh, some unsuspected roadblocks might surprise you but the final trajectory's always pretty clear. What makes The Intern unique so far as this writer-director's CV goes, however, is the age of the female lead. Her ensemble work aside (The Holiday), Meyers tends to stay within her actual range (Diane Keaton, Something's Gotta Give and It's Complicated). In dotcom founder Jules, however, we get a mega successful glass ceiling-breaking online store founder who's got a family to boot. Far from a caricature, she's also a spread-too-thin boss who invests in a camaraderie and loyalty-building environment for her employees (on-site masseuse, lax dress code, office bike riding), as well as no patience for her mother and not enough time for her hubby. In Anne Hathaway, Meyers finds one of the only actresses capable of coloring in and outside of her lines to a brilliant degree. You come to love Jules, just as you do the title character. Since committing to comedy nearly full time (Analyze This, Meet the Parents), Robert De Niro has gotten warmer and has gotten the audience to warm to him more as an Everyman. Notice that those successful flicks listed in the last sentence don't require much suspension of disbelief for buying the actor outside of his usual tough guy wheelhouse. With The Intern, however, we get a full drawn portrait of a still-vital retiree helping Jules through some crucial work and life changes. Hathaway and De Niro work so well together and their personalities complement so perfectly at this juncture in their lives that you wonder how they would have melded if she got dropped into one of his films during the height of his H'wood run (Taxi Driver, Raging Bull, Goodfellas). In this PG-13-rated comedy from writer/director Nancy Meyers (The Parent Trap, What Women Want), a 70-year-old widower (DeNiro) becomes bored with retirement and takes a senior intern position at an online fashion site created and run by a much younger woman (Hathaway). Beyond Hathaway and De Niro's compatibility, however, their remains some problems with this twosome's vehicle. Fluffy is the word for The Intern, which could have made some riper social commentary as to the actual viability of pension-aged Americans in the workplace and old vs. new approaches to business. Oh, Meyers bats around such discussion a bit but she seems to be wearing an oven mitt, only lightly touching on these talking points. Still, even the color-by-numbers moments make for an enjoyable office dynamic. Bottom line: High Pension",3.0,"Sep 28, 2015"
,"On a scale of 1 to 10, I gave this a 10.",5.0,"Sep 28, 2015"
,"Even though there are well known actors, I really did forget they were actors and got lost in the characters. The movie made me laugh and cry. Really liked it!",5.0,"Sep 28, 2015"
,"This movie has a great cast, good premise and just a good recipe for a great movie. Sadly it wasn't what I expected at all. The script was poorly written and the first half of the movie was up its own a$$ with happiness. It was cheesy and boring. Within the first ten minutes, me and my girlfriend both looked at each other, both realizing we had made a huge mistake. Thankfully, about halfway through the film drops a huge bombshell that FINALLY causes some dramatic tension. Unfortunately, it was too late for me to get interested. I walked into this film with high hopes and walked out angered, angry because I didn't get to see the Robert de Niro I wanted to see. Angry because I know Anne Hathaway is much better than she seemed in this film. Angry because I lived in New York and I know that no one is that freaking happy. Do not waste your money or your time. 1 star.",1.0,"Sep 28, 2015"
,"Refreshing movie. No violence, killing, or weapons.",5.0,"Sep 28, 2015"
,I loved this movie. It's such a feel good movie. I'm going to see it again.,5.0,"Sep 28, 2015"
,"Despite having some major flaws - undercutting its feminist message slightly at the end, random sexual jokes, odd character development for DeNiro's love interest - the chemistry between Hathaway and DeNiro is enough to make it enjoyable, and both are perfectly cast. It's funny throughout and I ended up really caring about the characters. Pretty entertaining.",4.0,"Sep 28, 2015"
,I've watched the movie and it's heart warming and funny.,5.0,"Sep 28, 2015"
,Great story I really enjoyed this movie,4.5,"Sep 28, 2015"
ahmed s,"It was a cute movie. I didnt agree with one of the major decisions one of the character made in the film, but overall a good movie that puts the spotlight on seniors in our society today. It will be a good movie to see with your parents or on a date.",4.0,"Sep 28, 2015"
,"The trailer for this film made it look like a cliché ridden formulaic effort that would fall flat. However, having seen the movie, I found myself presently surprised. While it did tread down a few familiar paths, it avoided just as many cliché's as it succumbed to and had a few genuinely unexpected moments. It helps that the film maintains a light and breezy tone, moves quick from scene to scene and is filled with hilarious one liners. Anne Hathaway and Robert De Niro share brilliant chemistry and deliver fine performances! Among the most ""feel-good"" movies I've seen in recent times and you're sure to leave the cinema with a smile on your face!",3.5,"Sep 28, 2015"
,"What is there to say about this film.. Nancy pulled a stereotypical Nancy. Between attractive & wealthy white people, beautiful sets, and a mid-movie problem that ends up working out, this movie is everything you expect and maybe even more. Not my cup of tea personally, but not a terrible date movie.",3.0,"Sep 28, 2015"
,Funny & Feel Good Experience if you need a little lift............,4.0,"Sep 28, 2015"
,"I've seen few more pleasing movies than this one. For a very mainstream comedy, it is smart and superbly well-paced. The performances are spot-on; De Niro has never been as likable.",4.5,"Sep 28, 2015"
,Fine movie to take your wife to.,3.0,"Sep 28, 2015"
,"I think Anne Hathway is destined to play a role like this one, just like her other (look alike) famous movie ""The Devil Wears Prada"", The Intern also showing her sophisticated fashion style (but maybe it's because she's working as the owner of online fashion site) so she need to be fashionable but yet stil look casual, the point is i love the style! esp that (i think) Givenchy blazer! I want to have it!! I also love the office, it's gorgeous!, want to stroll around Brooklyn oneday! The story is good, the dialogue is good too, the message is also good. Robert De Niro still look handsome in his age! (i envy man sometimes -.-). It makes me want to have an (fashion) e-business like Anne too..hmmm Oh! And i lovee when she has a conversation with her mom, it's so me! (but i hope not like me, i want to be a good daughter..hihihi) one of funny part from this movie. :)",3.0,"Sep 28, 2015"
,"What a great movie! Tender, happy, - just great! Superb acting by all! Very impressive",5.0,"Sep 28, 2015"
,Outstanding movie with a little something for everyone. DeNiro was perfect and Hathaway gives a stellar performance. Much more than just a comedy. And the actress that played the little daughter is just amazing. Great storyline and just enough comedy and drama to make it almost perfect. Must see!,4.5,"Sep 28, 2015"
,I enjoyed this movie. It explored the relationship between two generations and made you realize that we can all learn something from others.,3.5,"Sep 28, 2015"
,"Very nice romantic, and comedy, movie!! De Niro and Hathaway play very well together!! Good in many pleasant way! 2015 with Babette - RWC 2015 Favorite",4.0,"Sep 28, 2015"
,Such an inspiring movie,5.0,"Sep 27, 2015"
,You critics have no soul. You incompetent pieces of trash.,3.5,"Sep 27, 2015"
,Great movie. The two main characters were meant to be together to fill in the gaps. Wonderful friendship film. Loved it.,4.0,"Sep 27, 2015"
,Big Deniro fan. And loved this movie. Really good hearted fun!,5.0,"Sep 27, 2015"
,"A very light and likable adult comedy. Hathaway holds her own against a very expressive De Niro. A bit of a surprise was the way Meyer decided to handle a cheating partner. I would have expected it to be handled on a more feminist way, but it wasn't. A couple of plot holes here and there, but overall a likable effort. B-",3.5,"Sep 27, 2015"
,A really enjoyable show to watch.,5.0,"Sep 27, 2015"
,"Overly sentimental and turns into a huge mess by the end, but there is no denial that watching The Intern feels like a good time and a modernized rom com that actually works.",3.5,"Sep 27, 2015"
,Awesome movie. Love the generational differences in characters and humor.,5.0,"Sep 27, 2015"
,Was absolutely great! Entertaining and thoughtful. The best acting with a terrific story. GO SEE IT!,5.0,"Sep 27, 2015"
,"The Intern is like a fresh air after a lot of overwhelming films that accentuate actions, and visual effects. One thing for sure, De Niro's act is the most eye catching on this film.",3.0,"Sep 27, 2015"
,I loved every moment of this movie. Please make a sequel,5.0,"Sep 27, 2015"
,I thoroughly enjoyed this movie. I'm not typically a Deniro fan but he was awesome. Just a good clean story and movie.,5.0,"Sep 27, 2015"
,"Awful. Down right awful. This movies drags, is depressing, slow, etc. Waste of money, don't spend yours on it. My boyfriend and I both agree. We almost got up and left",0.5,"Sep 27, 2015"
,Anne and Robert were magical together. Storyline had good points and character development was strong. So relatable and heartwarming.,5.0,"Sep 27, 2015"
,"Great movie, not a single slow part in the movie.",5.0,"Sep 27, 2015"
,"Nice, easy watch movie. Really enjoyed it.",4.0,"Sep 27, 2015"
,"Loved Robert De Niro! I want him to come work with me. What a gentleman! Anne Hathaway is amazing and gorgeous, Rene Russo my ideal, really like that new comer Adam DeVine and Andrew Rannells. A real feel good movie!",4.0,"Sep 27, 2015"
,We went with a group of friends and all enjoyed the movie thoroughly. It was a lot of laughs and just a feel good movie..,4.0,"Sep 27, 2015"
,A feel good movie from opening credits to closing credits.,4.5,"Sep 27, 2015"
,"The movie is fun, sad, has things to say that we all need to hear said. Jack, Ann & Rene are great. I've just walked out of the theater. You'll like the movie.",4.5,"Sep 27, 2015"
,"Haven't written a review in a long while but this little gem of a movie deserves it. I wanted to see this movie ever since I saw the preview...loved the premise of senior citizen interns working for a young company on top to Anne Hathaway & Robert DeNiro I had some high hopes, and it delivered. Anne and Robert's chemistry was fantastic. Awesome supporting cast as well... the theatre in stitches for a good part of the movie. The storyline was somewhat predictable, but it was exactly the kind of movie I needed...some escapism & laughter... a truly enjoyable couple hours watching a fun story play out. Worth watching at the movie theatre or at home.",5.0,"Sep 27, 2015"
,best show of the year. Robert Deniro and Anne Hathaway hit it out of the park!,5.0,"Sep 27, 2015"
,delightful. glad we didn't pay attention to critics reviews. we and all our friends enjoyed the film. de niro - great.,4.0,"Sep 27, 2015"
,"Extremely sappy, but also extremely entertaining and heartfelt. Problems arise when there isn't any real, tangible conflict throughout the entire run-time, but there's just enough substance here to be worthwhile, and quite a few laughs. You could do much, much worse.",3.5,"Sep 27, 2015"
,"Though a bit generic and cliched, the Intern has good charm and good performances from it's cast.",3.5,"Sep 27, 2015"
,"Great movie, pleasantly great mix of humor, good vibes, and just all around good time. Brought a smile to my face.",5.0,"Sep 27, 2015"
,This was an exceptionally funny movie right from the get go. The humor was clean and old fashioned comedy ....there should be moreover like this made.,5.0,"Sep 27, 2015"
,"A casually emotional journey through everyday, though affluent, lives. Explores both the waning and beginning of adult American life, and the benefit of inter-generational relationships. Pleasantly touching.",4.0,"Sep 27, 2015"
,Who casted Napoleon Dynamite as Ann Hathaways husband? That was my only issue.,2.0,"Sep 27, 2015"
joey j,Rather enjoyed the movie even though it ran slightly long. I did like how the story unfolded. The characters clicked and De Niro & Hathaway had on screen chemistry I didn't expect.,3.5,"Sep 27, 2015"
,Absolutely one of the best movies!!,5.0,"Sep 27, 2015"
,"It was heartwarming, funny and well played. A great feel-good movie!! DeNiro and Hathaway are great together. Loved it!",5.0,"Sep 27, 2015"
,Best film in a long time. Wonderful perspective on the world today.,5.0,"Sep 27, 2015"
,"So much potential, such a disappointment. 1st and 2nd act was great. Then it's as if the comedy writers from those acts left and then came back after having their hearts removed and tried to suck all the joy out of you. Acts 1-2 you cry from laughter. The last 30 minutes you cry because the writers think you should suffer and there is no happiness left in the word and all the characters arcs should go to a state of depression for which Prozac can't fix.",1.0,"Sep 27, 2015"
,"It was a very heart warming, feel good kind of movie and I left the theater with a big smile on my face.",5.0,"Sep 27, 2015"
,"It is working perfectly but one poor decision/subplot nearly derails it. Deniro is so sweet and charming, a great subdued performance from an alltime great",3.5,"Sep 27, 2015"
,A thoroughly entertaining movie. They are great in the movie together.,4.0,"Sep 27, 2015"
,Just a lovely movie.,4.0,"Sep 27, 2015"
,"This was a great movie, the actors were great, the story was interesting, I liked the emotions, they felt real. I think retirement is not what one expects and showing the blending of old school and IT was interesting. Go see this movie.",4.5,"Sep 27, 2015"
,I cannot tell you just how much I LOVED this movie! Went tonight with my husband and will come back with my mom. You will LOVE this movie!!!,5.0,"Sep 27, 2015"
,LOVE it - NOT A feel good but A FEEL GREAT & laugh OUT LOUD,5.0,"Sep 27, 2015"
,I think it was very entertaining movie and I think people should see it it beats a lot of the action-packed overdone movies today,4.5,"Sep 27, 2015"
,"I got to think but all y'all critics that giving 57% bad rotten. you all just don't have a life. live a little have the good humor. this movie brought good laughter and good humor. I was in one of the Auditorium that had over 80 people and everyone was laughing with good humor, especially with Robert Deniro. One thing all you critics how about you watch it again but with humor not with a stupid dick face to give bad critics. how about go watch it again but with out thinking about Golden Globe or any nomination. Jeff Boam, how about stop taking others critics opinion, and making it your own. all that nonsense bullshit of how inspired you are about Myers. and instead think of your own opinion. Now a day, yes some movies are a waste of spending money to make and can't even get it right. Yes Hollywood has spent million on movies and made them pointless or a waste. but some of this Writer or Director still have the classic thoughts about how to make the movie right. Some of these are not worth for nomination, like Gloden Globe or Oscars but to give the audience, a laughter to enjoy the moment, but all these Critics all the hey think about is if the Movie is worth a nomination or not, always thinking with that mind, never of ""let me get my head out of my ass and just enjoy it at least."" its sorry to say 21st Century and we still have our heads some were else beside of having a good time and a sense of humor.",4.0,"Sep 27, 2015"
,Great actors + great storyline = GREAT movie!!,5.0,"Sep 27, 2015"
,"Uneven film with some nice scenes and likeable characters, especially in small roles. But some scenes just don't work. Overall worth seeing, but don't raise your expectations.",2.5,"Sep 27, 2015"
,A feel good charming movie.,4.5,"Sep 27, 2015"
,"Enjoyed It's Complicated so my husband and I went to see the Intern. We got the lines since my husband has done most of the items De Niro did in retirement. Hathaway, Russo, the interns and Most of all De Niro kept us interested because of the body language used instead of words made this a very believable movie and the chemistry of the actors makes you want to know them even more. Enjoyed it very much and looking forward to the next movie from Nancy Meyers.",4.0,"Sep 27, 2015"
,Hysterically and smartly funny! Such a fun movie. The audience was roaring with laughter! It was excellent...I loved it!,5.0,"Sep 27, 2015"
,"Formulaic, but fun. De Niro is more charming than I usually find him.",4.0,"Sep 27, 2015"
pen t,Awesome movie. I absolutely love movies like this one!,5.0,"Sep 27, 2015"
,"I liked the movie, had many funny moments and not at all predictable.",4.0,"Sep 27, 2015"
,"Charming and witty movie that breaks with some conventions that the audience expects to see and thus remains believable. There's no denying the fact that Robert DeNiro had a hell of a time making the movie, he *is* the movie and everybody groups around him. There's also no doubt that he has a wonderful Anne Hathaway at his side who - in my view - excels even in a comedy movie. Yes, you could say at times the movie stretches its believability, esp. when I mention a certain ""robbery"" - which I could have easily lived without. And yes, the focus changes from De Niro to Hathaway in the course of the movie, but the movie is always charming, witty, and it just reminds you of your parents or grandparents and makes you wonder what live has in store for you. I have enjoyed this movie and rarely have heard so much heartful laughter in an audience. This is a great movie, despite what the critics say. :)",5.0,"Sep 27, 2015"
,Cute film. Funny and predictable but cute.,3.0,"Sep 27, 2015"
,"Ties up perhaps a bit too neatly and it's a decidedly sentimental movie, but there is a genuine beating heart underneath it and DeNiro gives a nuanced, quiet performance. Surprisingly good.",3.5,"Sep 27, 2015"
,I thought DeNiro and Hathoway were awesome !!!! Enjoyed and all around great movie with a great story line.,4.5,"Sep 27, 2015"
,Don't believe the critics. This is one of those warm and cozy movies you'll want to curl up on the couch and watch over and over. DeNiro and Hathaway are perfection.,5.0,"Sep 27, 2015"
,"This is a movie of Ben "" who is a 70 years old retired "" salary-man""and Jules who is a young entrepreneur."" Salary-man"" is a Japanese word. The salary-man work at a company for 40 years. They are very royal and trustworthy.They wake up very early.They wear always necktie and business suit. They love family. They work till 60 years old. These are typical stereotypes of the Japanese salary man. Robert De Nero played a nice salary man. Arigato. ( Japanese ""Thank you""). However, Ben, salaryman is great.After his retirement, he applied for some internship. He was not a good at new technology.But he had wisdom, humbleness and experience. Young workaholic president played by Anne Harthaway was begging to listen to his opinion.Even this salary man got a girl friend. He encouraged the elderly. I really enjoyed salary man's success story. He loves Chinese Tai chi. It makes him healthy. I hope he lives till age of 100 years old.At the end of the movie, Julie joined his Tai Chi lesson.I hope that she enjoy her zen moment! Sayonara( Japanese "" Good Bye').",4.0,"Sep 27, 2015"
,"It is a predicable comedy, but the actors were so great it was refreshing. Loved it!!!! It was funny and really showed how dismissive our culture is of the older generation...to our own peril.",5.0,"Sep 27, 2015"
,"Great movie, reminded me of my workplace! I'll see it again!!!",5.0,"Sep 27, 2015"
,"A pretty decent flick, though it may do better without some parts.",3.0,"Sep 27, 2015"
,"Fun, great movie. Wonderful casting!",5.0,"Sep 27, 2015"
,"The only way I can possibly explain this low score, is that the critics must have been men. And, lo and behold, most are! This movie covered so many modern-day issues and did it seamlessly; (some but not all) re-entering the work force, accessing technology, and most important, stereotypes and the struggle women in the work force still continue to receive and deal with on a day-to-day basis. This movie was wonderful and everyone should see it, but women most of all should watch this and be inspired that we can still achieve the dream of being equals in the business world and have a family.",5.0,"Sep 27, 2015"
